query,layer,head,pre_len,post_len,cached_kv_len,visual_start,prev_visual_tokens,current_chunk_tokens,manual_prev_mass,manual_current_mass,manual_current_share,manual_current_to_prev_per_token_ratio,eager_prev_mass,eager_current_mass,eager_current_share,eager_current_to_prev_per_token_ratio,abs_current_share_diff,video_idx,chunk_idx,question_idx,frame_start,frame_end,task
local,1,5,5439,26924,26924,14,5425,21485,0.2978515625,0.6865234375,0.6974206566810608,0.5819958448410034,0.05157470703125,0.6103515625,0.9220839142799377,2.9881858825683594,0.22466325759887695,0,1,1,3,19,Attribute Recognition
local,1,6,5439,26924,26924,14,5425,21485,0.44091796875,0.4111328125,0.48252150416374207,0.2354445904493332,0.479248046875,0.1431884765625,0.2300451099872589,0.07544180750846863,0.25247639417648315,0,1,1,3,19,Attribute Recognition
local,1,7,5439,26924,26924,14,5425,21485,0.38037109375,0.42138671875,0.5255785584449768,0.27972912788391113,0.51025390625,0.1326904296875,0.20637933909893036,0.06566253304481506,0.31919920444488525,0,1,1,3,19,Attribute Recognition
local,1,8,5439,26924,26924,14,5425,21485,0.12493896484375,0.79931640625,0.8648220300674438,1.6154189109802246,0.3662109375,0.1673583984375,0.313658207654953,0.11539330333471298,0.5511637926101685,0,1,1,3,19,Attribute Recognition
local,1,9,5439,26924,26924,14,5425,21485,0.294921875,0.68359375,0.6986027956008911,0.5852689146995544,0.5029296875,0.11431884765625,0.18520715832710266,0.05739511176943779,0.5133956670761108,0,1,1,3,19,Attribute Recognition
local,1,10,5439,26924,26924,14,5425,21485,0.4404296875,0.336181640625,0.43288275599479675,0.19273552298545837,0.30810546875,0.07623291015625,0.19834841787815094,0.06247517466545105,0.2345343381166458,0,1,1,3,19,Attribute Recognition
local,1,11,5439,26924,26924,14,5425,21485,0.31103515625,0.23095703125,0.4261261224746704,0.1874934434890747,0.411865234375,0.07025146484375,0.1457146406173706,0.043068986386060715,0.2804114818572998,0,1,1,3,19,Attribute Recognition
local,1,12,5439,26924,26924,14,5425,21485,0.2288818359375,0.6826171875,0.7488951683044434,0.7530612349510193,0.2420654296875,0.07586669921875,0.2386254519224167,0.07913758605718613,0.5102697014808655,0,1,1,3,19,Attribute Recognition
local,1,13,5439,26924,26924,14,5425,21485,0.039215087890625,0.00034332275390625,0.008678881451487541,0.0022106182295829058,0.407958984375,0.344970703125,0.45817121863365173,0.21351581811904907,0.44949233531951904,0,1,1,3,19,Attribute Recognition
local,1,14,5439,26924,26924,14,5425,21485,0.2177734375,0.5595703125,0.7198492288589478,0.6488049030303955,0.2176513671875,0.248291015625,0.5328792333602905,0.2880474030971527,0.18696999549865723,0,1,1,3,19,Attribute Recognition
local,1,15,5439,26924,26924,14,5425,21485,0.1630859375,0.5224609375,0.7621082663536072,0.8089126944541931,0.0316162109375,0.039398193359375,0.5547915697097778,0.3146522045135498,0.20731669664382935,0,1,1,3,19,Attribute Recognition
local,1,16,5439,26924,26924,14,5425,21485,0.1719970703125,0.771484375,0.8176995515823364,1.1325840950012207,0.229736328125,0.32958984375,0.5892623066902161,0.36225011944770813,0.22843724489212036,0,1,1,3,19,Attribute Recognition
local,1,17,5439,26924,26924,14,5425,21485,0.2978515625,0.366455078125,0.5516354441642761,0.31065991520881653,0.0482177734375,0.059326171875,0.5516458749771118,0.3106729984283447,1.043081283569336e-05,0,1,1,3,19,Attribute Recognition
local,1,18,5439,26924,26924,14,5425,21485,0.2493896484375,0.59130859375,0.7033541202545166,0.5986874103546143,0.364501953125,0.356689453125,0.4945836067199707,0.24708977341651917,0.2087705135345459,0,1,1,3,19,Attribute Recognition
local,1,19,5439,26924,26924,14,5425,21485,0.138671875,0.5517578125,0.7991513609886169,1.0046724081039429,0.1871337890625,0.16845703125,0.4737384021282196,0.2273009866476059,0.32541295886039734,0,1,1,3,19,Attribute Recognition
local,1,20,5439,26924,26924,14,5425,21485,0.2159423828125,0.50634765625,0.7010309100151062,0.5920730829238892,0.08099365234375,0.1424560546875,0.6375307440757751,0.4441137909889221,0.06350016593933105,0,1,1,3,19,Attribute Recognition
local,1,21,5439,26924,26924,14,5425,21485,0.3154296875,0.463623046875,0.5951112508773804,0.37113067507743835,0.43310546875,0.2476806640625,0.36381566524505615,0.1443985402584076,0.23129558563232422,0,1,1,3,19,Attribute Recognition
local,1,22,5439,26924,26924,14,5425,21485,0.33544921875,0.58349609375,0.634962797164917,0.4392133355140686,0.4970703125,0.2315673828125,0.31780868768692017,0.11763157695531845,0.3171541094779968,0,1,1,3,19,Attribute Recognition
local,1,23,5439,26924,26924,14,5425,21485,0.1505126953125,0.80908203125,0.843149721622467,1.3573247194290161,0.1512451171875,0.264404296875,0.6361233592033386,0.44141948223114014,0.20702636241912842,0,1,1,3,19,Attribute Recognition
local,1,24,5439,26924,26924,14,5425,21485,0.1881103515625,0.72900390625,0.7948888540267944,0.9785467386245728,0.223388671875,0.328125,0.5949535369873047,0.37088775634765625,0.19993531703948975,0,1,1,3,19,Attribute Recognition
local,1,25,5439,26924,26924,14,5425,21485,0.2086181640625,0.56201171875,0.7292887568473816,0.6802328824996948,0.1715087890625,0.15625,0.4767225384712219,0.2300371676683426,0.25256621837615967,0,1,1,3,19,Attribute Recognition
local,1,26,5439,26924,26924,14,5425,21485,0.4296875,0.484130859375,0.5297889113426208,0.2844948470592499,0.54150390625,0.1690673828125,0.23793162405490875,0.07883564382791519,0.2918573021888733,0,1,1,3,19,Attribute Recognition
local,1,27,5439,26924,26924,14,5425,21485,0.1807861328125,0.76123046875,0.8080860376358032,1.0632010698318481,0.287109375,0.3271484375,0.5325914025306702,0.28771457076072693,0.27549463510513306,0,1,1,3,19,Attribute Recognition
local,2,0,5439,26924,26924,14,5425,21485,0.033203125,0.0211181640625,0.38876405358314514,0.1605985015630722,0.34521484375,0.138916015625,0.28693899512290955,0.10160783678293228,0.1018250584602356,0,1,1,3,19,Attribute Recognition
local,2,1,5439,26924,26924,14,5425,21485,0.10101318359375,0.287353515625,0.7399025559425354,0.7182949185371399,0.3623046875,0.2459716796875,0.4043748676776886,0.17142555117607117,0.3355276882648468,0,1,1,3,19,Attribute Recognition
local,2,2,5439,26924,26924,14,5425,21485,0.12200927734375,0.1956787109375,0.6159462332725525,0.4049627482891083,0.346435546875,0.17041015625,0.3297118544578552,0.12420453131198883,0.28623437881469727,0,1,1,3,19,Attribute Recognition
local,2,3,5439,26924,26924,14,5425,21485,0.01904296875,0.005428314208984375,0.22182385623455048,0.07197713851928711,0.328125,0.058135986328125,0.15050959587097168,0.04473733529448509,0.0713142603635788,0,1,1,3,19,Attribute Recognition
local,2,4,5439,26924,26924,14,5425,21485,0.1287841796875,0.1456298828125,0.5306939482688904,0.2855303883552551,0.71435546875,0.1435546875,0.16733068227767944,0.050741974264383316,0.36336326599121094,0,1,1,3,19,Attribute Recognition
local,2,5,5439,26924,26924,14,5425,21485,0.0982666015625,0.07122802734375,0.42023766040802,0.18302452564239502,0.35986328125,0.10418701171875,0.22451664507389069,0.0731038749217987,0.19572101533412933,0,1,1,3,19,Attribute Recognition
local,2,6,5439,26924,26924,14,5425,21485,0.1077880859375,0.062103271484375,0.36554697155952454,0.14548158645629883,0.37841796875,0.1065673828125,0.21973319351673126,0.07110774517059326,0.14581377804279327,0,1,1,3,19,Attribute Recognition
local,2,7,5439,26924,26924,14,5425,21485,0.1495361328125,0.20263671875,0.5753899216651917,0.34216558933258057,0.2734375,0.14013671875,0.3388429880142212,0.12940713763237,0.23654693365097046,0,1,1,3,19,Attribute Recognition
local,2,8,5439,26924,26924,14,5425,21485,0.1435546875,0.1663818359375,0.5368255376815796,0.2926529347896576,0.26220703125,0.11285400390625,0.3008950352668762,0.10867683589458466,0.23593050241470337,0,1,1,3,19,Attribute Recognition
local,2,9,5439,26924,26924,14,5425,21485,0.12164306640625,0.28466796875,0.7006158828735352,0.5909021496772766,0.256591796875,0.1810302734375,0.41366806626319885,0.1781446486711502,0.2869478166103363,0,1,1,3,19,Attribute Recognition
local,2,10,5439,26924,26924,14,5425,21485,0.10235595703125,0.132568359375,0.5643024444580078,0.3270326256752014,0.2294921875,0.1234130859375,0.3497059941291809,0.13578684628009796,0.2145964503288269,0,1,1,3,19,Attribute Recognition
local,2,11,5439,26924,26924,14,5425,21485,0.128662109375,0.2049560546875,0.6143432259559631,0.4022299647331238,0.255615234375,0.156005859375,0.3790035545825958,0.15410564839839935,0.2353396713733673,0,1,1,3,19,Attribute Recognition
local,2,12,5439,26924,26924,14,5425,21485,0.17724609375,0.2064208984375,0.5380210280418396,0.29406365752220154,0.29443359375,0.155029296875,0.3449212312698364,0.13295075297355652,0.19309979677200317,0,1,1,3,19,Attribute Recognition
local,2,13,5439,26924,26924,14,5425,21485,0.1817626953125,0.198486328125,0.5219903588294983,0.27573394775390625,0.310791015625,0.195556640625,0.38621023297309875,0.15887974202632904,0.13578012585639954,0,1,1,3,19,Attribute Recognition
local,2,14,5439,26924,26924,14,5425,21485,0.289794921875,0.4091796875,0.5853999257087708,0.3565230965614319,0.4326171875,0.274658203125,0.3883327543735504,0.16030725836753845,0.19706717133522034,0,1,1,3,19,Attribute Recognition
local,2,15,5439,26924,26924,14,5425,21485,0.1942138671875,0.44384765625,0.6956189274787903,0.5770561695098877,0.406982421875,0.1661376953125,0.2898828685283661,0.10307584702968597,0.4057360589504242,0,1,1,3,19,Attribute Recognition
local,2,16,5439,26924,26924,14,5425,21485,0.1610107421875,0.2178955078125,0.5750644207000732,0.34171009063720703,0.2454833984375,0.1668701171875,0.4046773314476013,0.17164091765880585,0.17038708925247192,0,1,1,3,19,Attribute Recognition
local,2,17,5439,26924,26924,14,5425,21485,0.283935546875,0.386474609375,0.5764748454093933,0.34368896484375,0.477294921875,0.15966796875,0.25067076086997986,0.08446861803531647,0.32580408453941345,0,1,1,3,19,Attribute Recognition
local,2,18,5439,26924,26924,14,5425,21485,0.257080078125,0.1270751953125,0.3307912349700928,0.12481210380792618,0.5341796875,0.107666015625,0.16774438321590424,0.05089271813631058,0.16304685175418854,0,1,1,3,19,Attribute Recognition
local,2,19,5439,26924,26924,14,5425,21485,0.23095703125,0.455810546875,0.6637042164802551,0.49833059310913086,0.392578125,0.265625,0.4035608172416687,0.17084696888923645,0.2601433992385864,0,1,1,3,19,Attribute Recognition
local,2,20,5439,26924,26924,14,5425,21485,0.453125,0.39404296875,0.46512967348098755,0.2195785641670227,0.591796875,0.2130126953125,0.26467466354370117,0.09088604152202606,0.20045500993728638,0,1,1,3,19,Attribute Recognition
local,2,21,5439,26924,26924,14,5425,21485,0.1475830078125,0.438720703125,0.7482823133468628,0.7506130337715149,0.279296875,0.36669921875,0.5676493048667908,0.33151888847351074,0.18063300848007202,0,1,1,3,19,Attribute Recognition
local,2,22,5439,26924,26924,14,5425,21485,0.208984375,0.305419921875,0.5937351584434509,0.3690183162689209,0.495849609375,0.27001953125,0.3525661528110504,0.13750217854976654,0.2411690056324005,0,1,1,3,19,Attribute Recognition
local,2,23,5439,26924,26924,14,5425,21485,0.049346923828125,0.271728515625,0.8463073968887329,1.3903990983963013,0.11065673828125,0.1685791015625,0.6037158370018005,0.3846716582775116,0.24259155988693237,0,1,1,3,19,Attribute Recognition
local,2,24,5439,26924,26924,14,5425,21485,0.17138671875,0.375,0.6863270998001099,0.5524824857711792,0.27978515625,0.282958984375,0.5028199553489685,0.25536608695983887,0.18350714445114136,0,1,1,3,19,Attribute Recognition
local,2,25,5439,26924,26924,14,5425,21485,0.08807373046875,0.49951171875,0.8501090407371521,1.43206787109375,0.149658203125,0.147216796875,0.4958881437778473,0.24838261306285858,0.3542208969593048,0,1,1,3,19,Attribute Recognition
local,2,26,5439,26924,26924,14,5425,21485,0.2156982421875,0.193115234375,0.47237980365753174,0.2260655164718628,0.59326171875,0.1260986328125,0.1752927154302597,0.053669609129428864,0.29708707332611084,0,1,1,3,19,Attribute Recognition
local,2,27,5439,26924,26924,14,5425,21485,0.07427978515625,0.1806640625,0.7086425423622131,0.6141372919082642,0.11328125,0.1304931640625,0.5353029370307922,0.29086676239967346,0.1733396053314209,0,1,1,3,19,Attribute Recognition
local,3,0,5439,26924,26924,14,5425,21485,0.1165771484375,0.180419921875,0.6074804663658142,0.39078277349472046,0.44873046875,0.1373291015625,0.23432618379592896,0.07727542519569397,0.37315428256988525,0,1,1,3,19,Attribute Recognition
local,3,1,5439,26924,26924,14,5425,21485,0.04852294921875,0.02178955078125,0.3098958432674408,0.1133875623345375,0.29296875,0.050537109375,0.14712153375148773,0.04355655238032341,0.16277430951595306,0,1,1,3,19,Attribute Recognition
local,3,2,5439,26924,26924,14,5425,21485,0.340087890625,0.2080078125,0.3795100152492523,0.15443754196166992,0.382568359375,0.14111328125,0.2694638669490814,0.0931372120976448,0.1100461483001709,0,1,1,3,19,Attribute Recognition
local,3,3,5439,26924,26924,14,5425,21485,0.360595703125,0.1649169921875,0.31382113695144653,0.11548065394163132,0.232666015625,0.06671142578125,0.22283384203910828,0.0723988488316536,0.09098729491233826,0,1,1,3,19,Attribute Recognition
local,3,4,5439,26924,26924,14,5425,21485,0.130859375,0.10888671875,0.4541751444339752,0.2101040631532669,0.358642578125,0.1263427734375,0.2605084180831909,0.08895143121480942,0.1936667263507843,0,1,1,3,19,Attribute Recognition
local,3,5,5439,26924,26924,14,5425,21485,0.18896484375,0.2491455078125,0.568682074546814,0.33291733264923096,0.41748046875,0.10394287109375,0.1993444859981537,0.06286702305078506,0.3693375885486603,0,1,1,3,19,Attribute Recognition
local,3,6,5439,26924,26924,14,5425,21485,0.284912109375,0.260009765625,0.4771505296230316,0.2304321825504303,0.283935546875,0.10699462890625,0.27369242906570435,0.09514951705932617,0.20345810055732727,0,1,1,3,19,Attribute Recognition
local,3,7,5439,26924,26924,14,5425,21485,0.056060791015625,0.54638671875,0.9069449305534363,2.460963726043701,0.042755126953125,0.2078857421875,0.8294167518615723,1.2277241945266724,0.07752817869186401,0,1,1,3,19,Attribute Recognition
local,3,8,5439,26924,26924,14,5425,21485,0.2052001953125,0.302490234375,0.5958163142204285,0.372218519449234,0.5478515625,0.2098388671875,0.2769453823566437,0.09671357274055481,0.3188709318637848,0,1,1,3,19,Attribute Recognition
local,3,9,5439,26924,26924,14,5425,21485,0.07427978515625,0.152099609375,0.671879231929779,0.5170372128486633,0.155517578125,0.13623046875,0.466945618391037,0.22118675708770752,0.20493361353874207,0,1,1,3,19,Attribute Recognition
local,3,10,5439,26924,26924,14,5425,21485,0.006671905517578125,0.0045928955078125,0.4077209532260895,0.1738203912973404,0.11614990234375,0.056427001953125,0.3269672989845276,0.12266833335161209,0.08075365424156189,0,1,1,3,19,Attribute Recognition
local,3,11,5439,26924,26924,14,5425,21485,0.1829833984375,0.51904296875,0.7393496632575989,0.7162357568740845,0.50390625,0.38818359375,0.43513956665992737,0.1945144236087799,0.3042100965976715,0,1,1,3,19,Attribute Recognition
local,3,12,5439,26924,26924,14,5425,21485,0.2568359375,0.533203125,0.6749072670936584,0.5242051482200623,0.35595703125,0.53173828125,0.5990098714828491,0.37719395756721497,0.07589739561080933,0,1,1,3,19,Attribute Recognition
local,3,13,5439,26924,26924,14,5425,21485,0.1712646484375,0.65673828125,0.7931593656539917,0.9682532548904419,0.226318359375,0.347900390625,0.605867326259613,0.3881499171257019,0.18729203939437866,0,1,1,3,19,Attribute Recognition
local,3,14,5439,26924,26924,14,5425,21485,0.240478515625,0.61962890625,0.7204087376594543,0.6506085395812988,0.43603515625,0.38525390625,0.46908441185951233,0.22309504449367523,0.251324325799942,0,1,1,3,19,Attribute Recognition
local,3,15,5439,26924,26924,14,5425,21485,0.142822265625,0.311279296875,0.6854838728904724,0.5503243207931519,0.1685791015625,0.11151123046875,0.39812594652175903,0.1670241355895996,0.2873579263687134,0,1,1,3,19,Attribute Recognition
local,3,16,5439,26924,26924,14,5425,21485,0.28271484375,0.386962890625,0.5778344869613647,0.34560903906822205,0.4599609375,0.2548828125,0.35655736923217773,0.13992133736610413,0.221277117729187,0,1,1,3,19,Attribute Recognition
local,3,17,5439,26924,26924,14,5425,21485,0.1865234375,0.277099609375,0.5976830124855042,0.37511709332466125,0.1478271484375,0.094482421875,0.38992443680763245,0.16138425469398499,0.2077585756778717,0,1,1,3,19,Attribute Recognition
local,3,18,5439,26924,26924,14,5425,21485,0.51123046875,0.482177734375,0.4853772521018982,0.23815231025218964,0.406005859375,0.260986328125,0.3912884294986725,0.16231170296669006,0.09408882260322571,0,1,1,3,19,Attribute Recognition
local,3,19,5439,26924,26924,14,5425,21485,0.00047898292541503906,0.0014925003051757812,0.7570443749427795,0.7867809534072876,0.2032470703125,0.1485595703125,0.42227619886398315,0.1845613270998001,0.3347681760787964,0,1,1,3,19,Attribute Recognition
local,3,20,5439,26924,26924,14,5425,21485,0.0999755859375,0.3427734375,0.774193525314331,0.8657201528549194,0.19677734375,0.08905029296875,0.3115524351596832,0.114267997443676,0.4626410901546478,0,1,1,3,19,Attribute Recognition
local,3,21,5439,26924,26924,14,5425,21485,0.1533203125,0.1998291015625,0.5658485889434814,0.32909658551216125,0.131591796875,0.08502197265625,0.3925049304962158,0.1631423532962799,0.17334365844726562,0,1,1,3,19,Attribute Recognition
local,3,22,5439,26924,26924,14,5425,21485,0.1654052734375,0.26416015625,0.6149474382400513,0.4032573699951172,0.185791015625,0.1710205078125,0.4793020784854889,0.2324276864528656,0.13564535975456238,0,1,1,3,19,Attribute Recognition
local,3,23,5439,26924,26924,14,5425,21485,0.1734619140625,0.352294921875,0.6700719594955444,0.5128219723701477,0.1959228515625,0.157958984375,0.44636082649230957,0.20357461273670197,0.22371113300323486,0,1,1,3,19,Attribute Recognition
local,3,24,5439,26924,26924,14,5425,21485,0.1123046875,0.397216796875,0.7795879244804382,0.89308762550354,0.1282958984375,0.1923828125,0.599923849105835,0.37863242626190186,0.17966407537460327,0,1,1,3,19,Attribute Recognition
local,3,25,5439,26924,26924,14,5425,21485,0.135009765625,0.351806640625,0.7226679921150208,0.6579656600952148,0.12359619140625,0.1422119140625,0.535017192363739,0.29053282737731934,0.18765079975128174,0,1,1,3,19,Attribute Recognition
local,3,26,5439,26924,26924,14,5425,21485,0.1934814453125,0.1837158203125,0.4870550036430359,0.23975716531276703,0.09649658203125,0.0823974609375,0.46059364080429077,0.21560868620872498,0.026461362838745117,0,1,1,3,19,Attribute Recognition
local,3,27,5439,26924,26924,14,5425,21485,0.1021728515625,0.2054443359375,0.6678571701049805,0.5077185034751892,0.220458984375,0.215087890625,0.49383407831192017,0.2463499903678894,0.1740230917930603,0,1,1,3,19,Attribute Recognition
local,4,0,5439,26924,26924,14,5425,21485,0.328125,0.4013671875,0.5502008199691772,0.30886372923851013,0.1446533203125,0.08575439453125,0.37218543887138367,0.14968983829021454,0.17801538109779358,0,1,1,3,19,Attribute Recognition
local,4,1,5439,26924,26924,14,5425,21485,0.164794921875,0.341064453125,0.674227774143219,0.5225850939750671,0.20849609375,0.1807861328125,0.46440890431404114,0.218943253159523,0.20981886982917786,0,1,1,3,19,Attribute Recognition
local,4,2,5439,26924,26924,14,5425,21485,0.04278564453125,0.03961181640625,0.4807407259941101,0.2337711900472641,0.0859375,0.047119140625,0.3541284501552582,0.13844554126262665,0.12661227583885193,0,1,1,3,19,Attribute Recognition
local,4,3,5439,26924,26924,14,5425,21485,0.009124755859375,0.00521087646484375,0.3634912073612213,0.14419613778591156,0.045440673828125,0.040313720703125,0.47010675072669983,0.2240125983953476,0.10661554336547852,0,1,1,3,19,Attribute Recognition
local,4,4,5439,26924,26924,14,5425,21485,0.374755859375,0.4853515625,0.564291775226593,0.32701852917671204,0.328857421875,0.2093505859375,0.3889770805835724,0.16074258089065552,0.17531469464302063,0,1,1,3,19,Attribute Recognition
