layer,head,pre_len,post_len,cached_kv_len,visual_start,prev_visual_tokens,current_chunk_tokens,local_prev_mass,local_current_mass,local_prev_share,local_current_share,local_current_share_minus_token_fraction,local_current_to_prev_mass_ratio,local_current_to_prev_per_token_ratio,global_prev_mass,global_current_mass,global_prev_share,global_current_share,global_current_share_minus_token_fraction,global_current_to_prev_mass_ratio,global_current_to_prev_per_token_ratio,current_token_fraction,global_minus_local_current_share,video_idx,chunk_idx,question_idx,frame_start,frame_end,task
0,10,5439,26924,26924,14,5425,21485,0.044158935546875,0.0207366943359375,0.6804608702659607,0.3195391595363617,-0.478862921474415,0.46959227323532104,0.11857285350561142,0.01336669921875,0.003040313720703125,0.8146942853927612,0.18530574440956116,-0.6130963366012155,0.22745433449745178,0.057432591915130615,0.7984020810107767,-0.13423341512680054,0,1,1,3,19,Attribute Recognition
0,11,5439,26924,26924,14,5425,21485,0.1385498046875,0.30615234375,0.3115563988685608,0.6884436011314392,-0.10995847987933749,2.2096915245056152,0.5579509735107422,0.09478759765625,0.1888427734375,0.3341940939426422,0.6658058762550354,-0.1325962047557413,1.992272973060608,0.5030523538589478,0.7984020810107767,-0.02263772487640381,0,1,1,3,19,Attribute Recognition
0,12,5439,26924,26924,14,5425,21485,0.1612548828125,0.349365234375,0.31580206751823425,0.6841979622840881,-0.11420411872668856,2.1665403842926025,0.5470552444458008,0.10272216796875,0.216552734375,0.32173579931259155,0.6782642006874084,-0.12013788032336825,2.108140230178833,0.5323089957237244,0.7984020810107767,-0.0059337615966796875,0,1,1,3,19,Attribute Recognition
0,13,5439,26924,26924,14,5425,21485,0.1746826171875,0.1810302734375,0.4910775423049927,0.5089224576950073,-0.2894796233157694,1.036338210105896,0.26167720556259155,0.09002685546875,0.09857177734375,0.477346271276474,0.5226536989212036,-0.2757483820895731,1.0949152708053589,0.2764679491519928,0.7984020810107767,0.013731241226196289,0,1,1,3,19,Attribute Recognition
0,14,5439,26924,26924,14,5425,21485,0.248291015625,0.69873046875,0.26218098402023315,0.7378190159797668,-0.06058306503100985,2.814159393310547,0.7105801105499268,0.245849609375,0.6494140625,0.2746114134788513,0.7253885865211487,-0.07301349448962802,2.641509532928467,0.6669857501983643,0.7984020810107767,-0.012430429458618164,0,1,1,3,19,Attribute Recognition
0,15,5439,26924,26924,14,5425,21485,0.19775390625,0.0,1.0,0.0,-0.7984020810107767,0.0,0.0,0.019378662109375,0.0,1.0,0.0,-0.7984020810107767,0.0,0.0,0.7984020810107767,0.0,0,1,1,3,19,Attribute Recognition
0,16,5439,26924,26924,14,5425,21485,0.10076904296875,0.302001953125,0.2501894235610962,0.7498105764389038,-0.04859150457187289,2.996971607208252,0.7567404508590698,0.0574951171875,0.1715087890625,0.25106608867645264,0.7489339113235474,-0.049468169687229335,2.9830148220062256,0.7532163262367249,0.7984020810107767,-0.0008766651153564453,0,1,1,3,19,Attribute Recognition
0,17,5439,26924,26924,14,5425,21485,0.435546875,0.2474365234375,0.6377122402191162,0.3622877597808838,-0.4361143212298929,0.5681053996086121,0.14344759285449982,0.2529296875,0.161865234375,0.6097704768180847,0.39022955298423767,-0.408172528026539,0.6399613618850708,0.16159135103225708,0.7984020810107767,0.027941793203353882,0,1,1,3,19,Attribute Recognition
0,18,5439,26924,26924,14,5425,21485,0.372314453125,0.283935546875,0.5673363208770752,0.4326636791229248,-0.3657384018878519,0.7626229524612427,0.19256362318992615,0.2457275390625,0.164306640625,0.5992854833602905,0.4007144868373871,-0.3976875941733896,0.6686537265777588,0.16883622109889984,0.7984020810107767,-0.03194919228553772,0,1,1,3,19,Attribute Recognition
0,19,5439,26924,26924,14,5425,21485,0.266845703125,0.5869140625,0.31255361437797546,0.6874463558197021,-0.11095572519107455,2.199450969696045,0.5553652048110962,0.2181396484375,0.4951171875,0.3058360517024994,0.694163978099823,-0.1042381029109537,2.269725799560547,0.5731096863746643,0.7984020810107767,0.00671762228012085,0,1,1,3,19,Attribute Recognition
0,20,5439,26924,26924,14,5425,21485,0.486328125,0.12176513671875,0.7997590899467468,0.20024089515209198,-0.5981611858586847,0.25037649273872375,0.06322050094604492,0.33251953125,0.05999755859375,0.8471466302871704,0.1528533697128296,-0.6455487112979471,0.18043318390846252,0.04555968940258026,0.7984020810107767,-0.04738752543926239,0,1,1,3,19,Attribute Recognition
0,21,5439,26924,26924,14,5425,21485,0.09912109375,0.2352294921875,0.29645857214927673,0.7035414576530457,-0.09486062335773104,2.373152732849121,0.5992251038551331,0.07708740234375,0.1748046875,0.3060334324836731,0.6939665675163269,-0.1044355134944498,2.2676167488098145,0.5725771188735962,0.7984020810107767,-0.00957489013671875,0,1,1,3,19,Attribute Recognition
0,22,5439,26924,26924,14,5425,21485,0.24169921875,0.68505859375,0.260800838470459,0.739199161529541,-0.05920291948123568,2.834343433380127,0.7156766653060913,0.233642578125,0.6484375,0.2648768424987793,0.7351231575012207,-0.063278923509556,2.7753396034240723,0.700778067111969,0.7984020810107767,-0.0040760040283203125,0,1,1,3,19,Attribute Recognition
0,23,5439,26924,26924,14,5425,21485,0.132080078125,0.1212158203125,0.5214458107948303,0.47855421900749207,-0.31984786200328463,0.9177449345588684,0.23173217475414276,0.0618896484375,0.054412841796875,0.532143771648407,0.46785619854927063,-0.33054588246150607,0.8791913390159607,0.22199730575084686,0.7984020810107767,-0.010698020458221436,0,1,1,3,19,Attribute Recognition
0,24,5439,26924,26924,14,5425,21485,0.1561279296875,0.1376953125,0.5313668251037598,0.46863314509391785,-0.32976893591685885,0.8819389939308167,0.2226911187171936,0.0675048828125,0.06060791015625,0.526917576789856,0.47308242321014404,-0.32531965780063266,0.8978300094604492,0.22670362889766693,0.7984020810107767,0.004449278116226196,0,1,1,3,19,Attribute Recognition
0,25,5439,26924,26924,14,5425,21485,0.105224609375,0.29541015625,0.2626447379589081,0.7373552918434143,-0.06104678916736239,2.807424545288086,0.7088795304298401,0.055511474609375,0.162353515625,0.2547975778579712,0.7452024221420288,-0.05319965886874789,2.9246838092803955,0.738487720489502,0.7984020810107767,0.007847130298614502,0,1,1,3,19,Attribute Recognition
0,26,5439,26924,26924,14,5425,21485,0.150390625,0.1375732421875,0.5222551822662354,0.47774481773376465,-0.32065726327701205,0.9147727489471436,0.23098169267177582,0.0626220703125,0.05322265625,0.540569007396698,0.459430992603302,-0.3389710884074747,0.8499025106430054,0.21460184454917908,0.7984020810107767,-0.018313825130462646,0,1,1,3,19,Attribute Recognition
0,27,5439,26924,26924,14,5425,21485,0.11968994140625,0.301513671875,0.2841617166996002,0.7158383131027222,-0.08256376790805453,2.519122838973999,0.6360828280448914,0.05877685546875,0.1385498046875,0.29786574840545654,0.7021342515945435,-0.09626782941623324,2.3572170734405518,0.5952013731002808,0.7984020810107767,-0.013704061508178711,0,1,1,3,19,Attribute Recognition
1,0,5439,26924,26924,14,5425,21485,0.003910064697265625,0.130126953125,0.029171528294682503,0.9708284735679626,0.17242639255718595,33.279998779296875,8.40324592590332,0.0017185211181640625,0.0626220703125,0.026709750294685364,0.9732902646064758,0.17488818359569913,36.439510345458984,9.201011657714844,0.7984020810107767,0.0024617910385131836,0,1,1,3,19,Attribute Recognition
1,1,5439,26924,26924,14,5425,21485,0.483154296875,0.293212890625,0.6223270297050476,0.3776729702949524,-0.4207291107158243,0.6068721413612366,0.1532362699508667,0.348388671875,0.1898193359375,0.647312343120575,0.35268768668174744,-0.44571439432902926,0.5448493361473083,0.1375754028558731,0.7984020810107767,-0.024985283613204956,0,1,1,3,19,Attribute Recognition
1,2,5439,26924,26924,14,5425,21485,0.436279296875,0.50927734375,0.4613994359970093,0.5386005640029907,-0.259801517007786,1.1673195362091064,0.2947502136230469,0.42333984375,0.46435546875,0.4768976867198944,0.5231022834777832,-0.2752997975329935,1.0968858003616333,0.27696558833122253,0.7984020810107767,-0.01549828052520752,0,1,1,3,19,Attribute Recognition
1,3,5439,26924,26924,14,5425,21485,0.01128387451171875,0.0914306640625,0.10985664278268814,0.8901433348655701,0.09174125385479337,8.102771759033203,2.0459632873535156,0.00437164306640625,0.034088134765625,0.11366792023181915,0.886332094669342,0.08793001365856534,7.7975568771362305,1.968894124031067,0.7984020810107767,-0.0038112401962280273,0,1,1,3,19,Attribute Recognition
1,4,5439,26924,26924,14,5425,21485,0.021484375,0.482666015625,0.04261501133441925,0.9573850035667419,0.15898292255596524,22.465909957885742,5.672679901123047,0.01139068603515625,0.339111328125,0.032498203217983246,0.9675018191337585,0.16909973812298185,29.770931243896484,7.517208576202393,0.7984020810107767,0.010116815567016602,0,1,1,3,19,Attribute Recognition
1,5,5439,26924,26924,14,5425,21485,0.05157470703125,0.6103515625,0.07791609317064285,0.9220839142799377,0.12368183326916105,11.834319114685059,2.9881858825683594,0.029754638671875,0.420166015625,0.06613308191299438,0.9338669180870056,0.13546483707622892,14.121026039123535,3.5655832290649414,0.7984020810107767,0.011783003807067871,0,1,1,3,19,Attribute Recognition
1,6,5439,26924,26924,14,5425,21485,0.479248046875,0.1431884765625,0.7699549198150635,0.2300451099872589,-0.5683569710235178,0.29877737164497375,0.07544180750846863,0.45751953125,0.12103271484375,0.7908006906509399,0.20919927954673767,-0.589202801464039,0.2645410895347595,0.06679708510637283,0.7984020810107767,-0.02084583044052124,0,1,1,3,19,Attribute Recognition
1,7,5439,26924,26924,14,5425,21485,0.51025390625,0.1326904296875,0.7936206459999084,0.20637933909893036,-0.5920227419118463,0.2600478529930115,0.06566253304481506,0.28662109375,0.0740966796875,0.7945854663848877,0.2054145485162735,-0.5929875324945032,0.25851789116859436,0.06527622044086456,0.7984020810107767,-0.0009647905826568604,0,1,1,3,19,Attribute Recognition
1,8,5439,26924,26924,14,5425,21485,0.3662109375,0.1673583984375,0.6863418221473694,0.313658207654953,-0.4847438733558237,0.4569999873638153,0.11539330333471298,0.30126953125,0.0731201171875,0.8046951293945312,0.19530485570430756,-0.6030972253064691,0.24270664155483246,0.06128384917974472,0.7984020810107767,-0.11835335195064545,0,1,1,3,19,Attribute Recognition
1,9,5439,26924,26924,14,5425,21485,0.5029296875,0.11431884765625,0.814792811870575,0.18520715832710266,-0.613194922683674,0.2273058295249939,0.05739511176943779,0.300048828125,0.042999267578125,0.8746553063392639,0.12534472346305847,-0.6730573575477182,0.14330756664276123,0.036185409873723984,0.7984020810107767,-0.05986243486404419,0,1,1,3,19,Attribute Recognition
1,10,5439,26924,26924,14,5425,21485,0.30810546875,0.07623291015625,0.8016515970230103,0.19834841787815094,-0.6000536631326258,0.24742472171783447,0.06247517466545105,0.04913330078125,0.0177459716796875,0.7346566319465637,0.2653433680534363,-0.5330587129573404,0.3611801266670227,0.09119860082864761,0.7984020810107767,0.06699495017528534,0,1,1,3,19,Attribute Recognition
1,11,5439,26924,26924,14,5425,21485,0.411865234375,0.07025146484375,0.8542853593826294,0.1457146406173706,-0.6526874403934061,0.1705690622329712,0.043068986386060715,0.198974609375,0.036529541015625,0.844887912273407,0.15511208772659302,-0.6432899932841837,0.18358895182609558,0.046356528997421265,0.7984020810107767,0.009397447109222412,0,1,1,3,19,Attribute Recognition
1,12,5439,26924,26924,14,5425,21485,0.2420654296875,0.07586669921875,0.7613745331764221,0.2386254519224167,-0.55977662908836,0.3134140074253082,0.07913758605718613,0.1302490234375,0.0281982421875,0.8220338821411133,0.17796610295772552,-0.6204359780530512,0.2164948433637619,0.05466531962156296,0.7984020810107767,-0.06065934896469116,0,1,1,3,19,Attribute Recognition
1,13,5439,26924,26924,14,5425,21485,0.407958984375,0.344970703125,0.5418288111686707,0.45817121863365173,-0.34023086237712497,0.8456014394760132,0.21351581811904907,0.2335205078125,0.456298828125,0.3385241627693176,0.6614758372306824,-0.13692624378009433,1.9539989233016968,0.4933881163597107,0.7984020810107767,0.20330461859703064,0,1,1,3,19,Attribute Recognition
1,14,5439,26924,26924,14,5425,21485,0.2176513671875,0.248291015625,0.4671207666397095,0.5328792333602905,-0.26552284765048617,1.1407740116119385,0.2880474030971527,0.1304931640625,0.1417236328125,0.47937220335006714,0.5206277966499329,-0.27777428436084384,1.086061716079712,0.2742324769496918,0.7984020810107767,-0.012251436710357666,0,1,1,3,19,Attribute Recognition
1,15,5439,26924,26924,14,5425,21485,0.0316162109375,0.039398193359375,0.44520843029022217,0.5547915697097778,-0.24361051130099887,1.2461390495300293,0.3146522045135498,0.0099639892578125,0.017608642578125,0.3613724410533905,0.6386275887489319,-0.1597744922618448,1.767228126525879,0.44622793793678284,0.7984020810107767,0.08383601903915405,0,1,1,3,19,Attribute Recognition
1,16,5439,26924,26924,14,5425,21485,0.229736328125,0.32958984375,0.41073766350746155,0.5892623066902161,-0.20913977432056063,1.4346439838409424,0.36225011944770813,0.16796875,0.218017578125,0.4351676106452942,0.5648323893547058,-0.2335696916560709,1.297965168952942,0.3277384638786316,0.7984020810107767,-0.024429917335510254,0,1,1,3,19,Attribute Recognition
1,17,5439,26924,26924,14,5425,21485,0.0482177734375,0.059326171875,0.44835415482521057,0.5516458749771118,-0.24675620603366488,1.2303797006607056,0.3106729984283447,0.0177764892578125,0.01824951171875,0.49343499541282654,0.5065650343894958,-0.29183704662128085,1.0266094207763672,0.25922060012817383,0.7984020810107767,-0.04508084058761597,0,1,1,3,19,Attribute Recognition
1,18,5439,26924,26924,14,5425,21485,0.364501953125,0.356689453125,0.5054163932800293,0.4945836067199707,-0.303818474290806,0.9785666465759277,0.24708977341651917,0.255859375,0.241455078125,0.5144820809364319,0.4855179190635681,-0.3128841619472086,0.9437022805213928,0.23828648030757904,0.7984020810107767,-0.009065687656402588,0,1,1,3,19,Attribute Recognition
1,19,5439,26924,26924,14,5425,21485,0.1871337890625,0.16845703125,0.526261568069458,0.4737384021282196,-0.3246636788825571,0.9001957178115845,0.2273009866476059,0.10601806640625,0.09881591796875,0.5175804495811462,0.48241955041885376,-0.31598253059192294,0.932066798210144,0.23534844815731049,0.7984020810107767,0.008681148290634155,0,1,1,3,19,Attribute Recognition
1,20,5439,26924,26924,14,5425,21485,0.08099365234375,0.1424560546875,0.36246925592422485,0.6375307440757751,-0.16087133693500155,1.7588545083999634,0.4441137909889221,0.049591064453125,0.08294677734375,0.3741653263568878,0.6258347034454346,-0.17256737756534213,1.6726154088974,0.42233824729919434,0.7984020810107767,-0.011696040630340576,0,1,1,3,19,Attribute Recognition
1,21,5439,26924,26924,14,5425,21485,0.43310546875,0.2476806640625,0.6361843347549438,0.36381566524505615,-0.43458641576572055,0.5718714594841003,0.1443985402584076,0.333740234375,0.215087890625,0.6080960631370544,0.39190390706062317,-0.40649817395015353,0.6444769501686096,0.16273155808448792,0.7984020810107767,0.028088241815567017,0,1,1,3,19,Attribute Recognition
1,22,5439,26924,26924,14,5425,21485,0.4970703125,0.2315673828125,0.6821913123130798,0.31780868768692017,-0.48059339332385653,0.4658644497394562,0.11763157695531845,0.31396484375,0.146728515625,0.681505024433136,0.318494975566864,-0.4799071054439127,0.4673405885696411,0.11800430715084076,0.7984020810107767,0.0006862878799438477,0,1,1,3,19,Attribute Recognition
1,23,5439,26924,26924,14,5425,21485,0.1512451171875,0.264404296875,0.3638766407966614,0.6361233592033386,-0.16227872180743808,1.7481839656829834,0.44141948223114014,0.06683349609375,0.120849609375,0.356097549200058,0.6439024209976196,-0.15449966001315707,1.8082191944122314,0.45657846331596375,0.7984020810107767,0.007779061794281006,0,1,1,3,19,Attribute Recognition
1,24,5439,26924,26924,14,5425,21485,0.223388671875,0.328125,0.4050464928150177,0.5949535369873047,-0.203448544023472,1.4688524007797241,0.37088775634765625,0.12298583984375,0.17041015625,0.41918036341667175,0.5808196663856506,-0.21758241462512606,1.3856079578399658,0.34986841678619385,0.7984020810107767,-0.014133870601654053,0,1,1,3,19,Attribute Recognition
1,25,5439,26924,26924,14,5425,21485,0.1715087890625,0.15625,0.5232774615287781,0.4767225384712219,-0.3216795425395548,0.9110320210456848,0.2300371676683426,0.09844970703125,0.11322021484375,0.46510958671569824,0.5348904132843018,-0.26351166772647494,1.1500309705734253,0.29038482904434204,0.7984020810107767,0.058167874813079834,0,1,1,3,19,Attribute Recognition
1,26,5439,26924,26924,14,5425,21485,0.54150390625,0.1690673828125,0.7620683908462524,0.23793162405490875,-0.560470456955868,0.31221821904182434,0.07883564382791519,0.374267578125,0.12310791015625,0.7524849772453308,0.24751503765583038,-0.5508870433549463,0.32893019914627075,0.08305545151233673,0.7984020810107767,0.00958341360092163,0,1,1,3,19,Attribute Recognition
1,27,5439,26924,26924,14,5425,21485,0.287109375,0.3271484375,0.46740859746932983,0.5325914025306702,-0.26581067848010653,1.139455795288086,0.28771457076072693,0.1961669921875,0.188720703125,0.5096732974052429,0.4903266727924347,-0.308075408218342,0.9620410799980164,0.2429170459508896,0.7984020810107767,-0.042264729738235474,0,1,1,3,19,Attribute Recognition
2,0,5439,26924,26924,14,5425,21485,0.34521484375,0.138916015625,0.7130610346794128,0.28693899512290955,-0.5114630858878672,0.4024045169353485,0.10160783678293228,0.251220703125,0.095703125,0.7241379022598267,0.27586206793785095,-0.5225400130729257,0.380952388048172,0.09619113802909851,0.7984020810107767,-0.011076927185058594,0,1,1,3,19,Attribute Recognition
2,1,5439,26924,26924,14,5425,21485,0.3623046875,0.2459716796875,0.595625102519989,0.4043748676776886,-0.3940272133330881,0.6789083480834961,0.17142555117607117,0.320068359375,0.196044921875,0.6201514005661011,0.3798486292362213,-0.4185534517745554,0.612509548664093,0.15465973317623138,0.7984020810107767,-0.024526238441467285,0,1,1,3,19,Attribute Recognition
2,2,5439,26924,26924,14,5425,21485,0.346435546875,0.17041015625,0.6702881455421448,0.3297118544578552,-0.4686902265529215,0.4918957054615021,0.12420453131198883,0.251220703125,0.09698486328125,0.7214723825454712,0.2785276174545288,-0.5198744635562479,0.3860544264316559,0.09747941792011261,0.7984020810107767,-0.051184237003326416,0,1,1,3,19,Attribute Recognition
2,3,5439,26924,26924,14,5425,21485,0.328125,0.058135986328125,0.8494904041290283,0.15050959587097168,-0.647892485139805,0.1771763414144516,0.04473733529448509,0.2236328125,0.0364990234375,0.8596903085708618,0.14030970633029938,-0.6580923746804773,0.16320960223674774,0.041210711002349854,0.7984020810107767,-0.010199889540672302,0,1,1,3,19,Attribute Recognition
2,4,5439,26924,26924,14,5425,21485,0.71435546875,0.1435546875,0.8326693177223206,0.16733068227767944,-0.6310713987330973,0.20095694065093994,0.050741974264383316,0.505859375,0.2347412109375,0.6830393671989441,0.3169606029987335,-0.4814414780120432,0.46404439210891724,0.11717201769351959,0.7984020810107767,0.14962992072105408,0,1,1,3,19,Attribute Recognition
2,5,5439,26924,26924,14,5425,21485,0.35986328125,0.10418701171875,0.7754833698272705,0.22451664507389069,-0.573885435936886,0.2895183265209198,0.0731038749217987,0.229736328125,0.05755615234375,0.7996600866317749,0.2003399133682251,-0.5980621676425516,0.2505313456058502,0.06325960159301758,0.7984020810107767,-0.02417673170566559,0,1,1,3,19,Attribute Recognition
2,6,5439,26924,26924,14,5425,21485,0.37841796875,0.1065673828125,0.7802668213844299,0.21973319351673126,-0.5786688874940454,0.28161290287971497,0.07110774517059326,0.08148193359375,0.02490234375,0.7659208178520203,0.23407916724681854,-0.5643229137639582,0.3056179881095886,0.07716906815767288,0.7984020810107767,0.01434597373008728,0,1,1,3,19,Attribute Recognition
2,7,5439,26924,26924,14,5425,21485,0.2734375,0.14013671875,0.6611570119857788,0.3388429880142212,-0.4595590929965555,0.512499988079071,0.12940713763237,0.155029296875,0.0732421875,0.6791443824768066,0.32085561752319336,-0.47754646348758334,0.4724409580230713,0.11929215490818024,0.7984020810107767,-0.017987370491027832,0,1,1,3,19,Attribute Recognition
2,8,5439,26924,26924,14,5425,21485,0.26220703125,0.11285400390625,0.6991049647331238,0.3008950352668762,-0.4975070457439005,0.43040037155151367,0.10867683589458466,0.1339111328125,0.0565185546875,0.7032051086425781,0.2967948615550995,-0.5016072194556772,0.42206016182899475,0.10657091438770294,0.7984020810107767,-0.004100173711776733,0,1,1,3,19,Attribute Recognition
2,9,5439,26924,26924,14,5425,21485,0.256591796875,0.1810302734375,0.5863319635391235,0.41366806626319885,-0.38473401474757785,0.7055185437202454,0.1781446486711502,0.172607421875,0.09442138671875,0.646399974822998,0.35359999537467957,-0.44480208563609713,0.5470296740531921,0.138125941157341,0.7984020810107767,-0.06006807088851929,0,1,1,3,19,Attribute Recognition
2,10,5439,26924,26924,14,5425,21485,0.2294921875,0.1234130859375,0.6502940058708191,0.3497059941291809,-0.4486960868815958,0.5377659797668457,0.13578684628009796,0.106201171875,0.053466796875,0.6651375889778137,0.3348623812198639,-0.4635396997909128,0.5034482479095459,0.12712155282497406,0.7984020810107767,-0.014843612909317017,0,1,1,3,19,Attribute Recognition
2,11,5439,26924,26924,14,5425,21485,0.255615234375,0.156005859375,0.6209964156150818,0.3790035545825958,-0.4193985264281809,0.610315203666687,0.15410564839839935,0.1329345703125,0.08056640625,0.6226415038108826,0.37735849618911743,-0.42104358482165927,0.6060606241226196,0.1530313491821289,0.7984020810107767,-0.0016450583934783936,0,1,1,3,19,Attribute Recognition
2,12,5439,26924,26924,14,5425,21485,0.29443359375,0.155029296875,0.6550787687301636,0.3449212312698364,-0.4534808497409403,0.5265340209007263,0.13295075297355652,0.1754150390625,0.092041015625,0.6558648943901062,0.3441351056098938,-0.4542669754008829,0.5247042179107666,0.13248874247074127,0.7984020810107767,-0.000786125659942627,0,1,1,3,19,Attribute Recognition
2,13,5439,26924,26924,14,5425,21485,0.310791015625,0.195556640625,0.6137897968292236,0.38621023297309875,-0.41219184803767794,0.6292223334312439,0.15887974202632904,0.212890625,0.1378173828125,0.607030987739563,0.392969012260437,-0.4054330687503397,0.6473624110221863,0.1634601205587387,0.7984020810107767,0.006758779287338257,0,1,1,3,19,Attribute Recognition
2,14,5439,26924,26924,14,5425,21485,0.4326171875,0.274658203125,0.6116672158241272,0.3883327543735504,-0.4100693266372263,0.6348758339881897,0.16030725836753845,0.32177734375,0.186279296875,0.6333493590354919,0.36665064096450806,-0.43175144004626864,0.5789074301719666,0.14617513120174408,0.7984020810107767,-0.02168211340904236,0,1,1,3,19,Attribute Recognition
2,15,5439,26924,26924,14,5425,21485,0.406982421875,0.1661376953125,0.7101171612739563,0.2898828685283661,-0.5085192124824106,0.4082183539867401,0.10307584702968597,0.25,0.11688232421875,0.6814174056053162,0.31858259439468384,-0.47981948661609286,0.467529296875,0.11805196106433868,0.7984020810107767,0.02869972586631775,0,1,1,3,19,Attribute Recognition
2,16,5439,26924,26924,14,5425,21485,0.2454833984375,0.1668701171875,0.5953226685523987,0.4046773314476013,-0.3937247495631754,0.6797612905502319,0.17164091765880585,0.1336669921875,0.08349609375,0.61551433801651,0.38448566198349,-0.4139164190272867,0.6246575117111206,0.15772709250450134,0.7984020810107767,-0.020191669464111328,0,1,1,3,19,Attribute Recognition
2,17,5439,26924,26924,14,5425,21485,0.477294921875,0.15966796875,0.7493292689323425,0.25067076086997986,-0.5477313201407968,0.3345268666744232,0.08446861803531647,0.29052734375,0.11639404296875,0.7139642834663391,0.2860356867313385,-0.5123663942794382,0.40063026547431946,0.10115984082221985,0.7984020810107767,0.03536492586135864,0,1,1,3,19,Attribute Recognition
2,18,5439,26924,26924,14,5425,21485,0.5341796875,0.107666015625,0.8322556018829346,0.16774438321590424,-0.6306576977948725,0.20155392587184906,0.05089271813631058,0.3212890625,0.119140625,0.7294900417327881,0.2705099880695343,-0.5278920929412424,0.37082067131996155,0.09363286197185516,0.7984020810107767,0.10276560485363007,0,1,1,3,19,Attribute Recognition
